purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,po_status,ordered_units,received_units,unit_cost,purchase_value
PO010491,SUP211,WH06,2026-09-19,2026-10-16,2026-10-16,Received,251,251,12.28,3082.28
PO010492,SUP115,WH02,2025-10-11,2025-11-23,2025-11-29,Received,380,380,3.4,1292.0
PO010493,SUP134,WH04,2025-03-25,2025-04-18,2025-04-16,Received,175,175,23.94,4189.5
PO010494,SUP218,WH04,2026-10-04,2026-11-30,2026-11-30,Received,465,465,22.39,10411.35
PO010495,SUP149,WH11,2026-06-09,2026-08-14,2026-08-13,Partially Received,589,331,14.33,8440.37
PO010496,SUP022,WH04,2025-06-15,2025-08-18,2025-08-18,Received,230,230,6.96,1600.8
PO010497,SUP061,WH10,2025-10-04,2025-10-20,2025-10-20,Received,9373,9373,9.68,90730.64
PO010498,SUP161,WH09,2025-09-16,2025-11-02,2025-10-30,Received,330,330,11.1,3663.0
PO010499,SUP218,WH02,2026-12-13,2027-01-28,,In Transit,168,0,28.2,4737.6
PO010500,SUP249,WH05,2025-05-13,2025-06-03,2025-06-02,Received,532,532,7.99,4250.68
PO010501,SUP121,WH04,2025-03-24,2025-04-07,2025-04-07,Received,403,403,2.61,1051.83
PO010502,SUP028,WH07,2026-01-06,2026-02-20,2026-02-17,Received,169,169,22.34,3775.46
PO010503,SUP003,WH10,2026-10-10,2026-10-17,2026-10-16,Received,233,233,15.59,3632.47
PO010504,SUP196,WH12,2026-01-27,2026-02-25,2026-02-22,Partially Received,80,66,211.61,16928.8
PO010505,SUP008,WH11,2025-08-04,2025-08-21,2025-08-21,Partially Received,290,236,11.62,3369.8
PO010506,SUP075,WH04,2025-09-10,2025-10-02,2025-09-29,Received,774,774,2.89,2236.86
PO010507,SUP159,WH12,2025-08-28,2025-09-11,2025-09-08,Received,152,152,25.62,3894.24
PO010508,SUP008,WH11,2026-01-11,2026-02-02,2026-02-02,Received,494,494,4.44,2193.36
PO010509,SUP274,WH05,2026-05-14,2026-06-04,2026-06-01,Partially Received,186,119,11.83,2200.38
PO010510,SUP148,WH07,2026-10-05,2026-10-27,2026-10-27,Received,466,466,5.06,2357.96
PO010511,SUP164,WH05,2025-05-23,2025-06-16,2025-06-21,Received,408,408,5.1,2080.8
PO010512,SUP274,WH08,2026-06-15,2026-07-07,2026-07-06,Received,712,712,6.01,4279.12
PO010513,SUP215,WH02,2026-03-11,2026-03-25,2026-03-25,Partially Received,592,479,1.97,1166.24
PO010514,SUP028,WH10,2025-03-04,2025-04-22,2025-04-22,Received,687,687,1.68,1154.16
PO010515,SUP061,WH10,2026-01-15,2026-01-30,2026-01-29,Received,352,352,5.43,1911.36
PO010516,SUP026,WH08,2025-02-02,2025-03-09,2025-03-08,Received,265,265,27.47,7279.55
PO010517,SUP061,WH01,2025-06-05,2025-06-21,2025-06-19,Received,12622,12622,9.58,120918.76
PO010518,SUP059,WH04,2025-05-09,2025-07-08,2025-07-14,Received,312,312,11.48,3581.76
PO010519,SUP171,WH08,2026-02-08,2026-04-04,2026-04-04,Received,310,310,8.04,2492.4
PO010520,SUP201,WH09,2026-06-10,2026-06-25,2026-06-25,Received,730,730,2.33,1700.9
PO010521,SUP043,WH09,2025-09-16,2025-10-02,2025-09-30,Received,362,362,8.57,3102.34
PO010522,SUP108,WH02,2026-03-19,2026-05-16,2026-05-14,Partially Received,230,183,8.88,2042.4
PO010523,SUP080,WH11,2025-11-13,2025-11-18,2025-11-18,Received,886,886,1.54,1364.44
PO010524,SUP035,WH02,2026-05-16,2026-06-20,2026-06-18,Received,367,367,13.27,4870.09
PO010525,SUP294,WH06,2025-08-22,2025-09-23,2025-09-21,Received,293,293,3.88,1136.84
PO010526,SUP218,WH11,2025-11-07,2025-12-28,2025-12-27,Received,385,385,4.14,1593.9
PO010527,SUP061,WH01,2026-07-15,2026-07-31,2026-07-28,Received,5058,5058,9.65,48809.7
PO010528,SUP037,WH09,2026-11-27,2027-01-03,,In Transit,182,0,15.33,2790.06
PO010529,SUP165,WH08,2025-03-15,2025-03-24,2025-03-23,Received,401,401,2.66,1066.66
PO010530,SUP012,WH05,2025-04-07,2025-05-10,2025-05-07,Received,113,113,41.95,4740.35
PO010531,SUP081,WH09,2026-10-04,2026-10-11,2026-10-11,Received,532,532,3.96,2106.72
PO010532,SUP007,WH04,2026-10-16,2026-11-03,2026-10-31,Received,349,349,8.68,3029.32
PO010533,SUP112,WH11,2025-12-01,2025-12-27,2025-12-27,Received,375,375,5.5,2062.5
PO010534,SUP159,WH06,2025-04-06,2025-04-21,2025-04-19,Received,286,286,8.6,2459.6
PO010535,SUP030,WH12,2025-07-20,2025-07-29,2025-07-29,Partially Received,97,60,42.94,4165.18
PO010536,SUP171,WH12,2025-11-20,2026-01-14,2026-01-13,Received,805,805,7.39,5948.95
PO010537,SUP176,WH10,2026-08-04,2026-09-17,2026-09-14,Received,302,302,9.91,2992.82
PO010538,SUP270,WH04,2025-07-07,2025-07-31,2025-07-28,Received,256,256,15.05,3852.8
PO010539,SUP154,WH07,2025-12-19,2025-12-30,2025-12-29,Partially Received,718,543,2.06,1479.08
PO010540,SUP115,WH02,2025-11-11,2025-12-20,2025-12-18,Received,264,264,5.39,1422.96
PO010541,SUP075,WH06,2025-06-30,2025-07-27,2025-07-27,Received,329,329,42.01,13821.29
PO010542,SUP008,WH09,2025-08-07,2025-08-28,2025-08-27,Received,268,268,9.81,2629.08
PO010543,SUP290,WH01,2026-07-16,2026-08-13,2026-08-13,Received,311,311,14.92,4640.12
PO010544,SUP258,WH04,2026-01-24,2026-03-15,2026-03-12,Received,282,282,9.29,2619.78
PO010545,SUP159,WH02,2025-01-31,2025-02-13,2025-02-11,Received,360,360,11.89,4280.4
PO010546,SUP231,WH04,2025-08-20,2025-09-09,2025-09-09,Received,359,359,7.01,2516.59
PO010547,SUP030,WH02,2026-07-23,2026-08-01,2026-08-01,Received,267,267,9.15,2443.05
PO010548,SUP127,WH10,2026-07-17,2026-08-18,2026-08-16,Received,281,281,5.29,1486.49
PO010549,SUP011,WH04,2025-06-22,2025-07-19,2025-07-18,Received,298,298,15.05,4484.9
PO010550,SUP008,WH02,2025-06-28,2025-07-15,2025-07-15,Received,416,416,5.53,2300.48
PO010551,SUP075,WH08,2025-09-04,2025-09-28,2025-09-28,Received,408,408,6.06,2472.48
PO010552,SUP197,WH02,2026-04-15,2026-05-02,2026-04-30,Partially Received,613,421,2.32,1422.16
PO010553,SUP028,WH06,2025-12-16,2026-01-30,2026-01-27,Received,572,572,2.54,1452.88
PO010554,SUP253,WH09,2025-11-09,2026-01-09,2026-01-07,Received,775,775,2.28,1767.0
PO010555,SUP159,WH10,2026-02-06,2026-02-21,2026-02-20,Received,133,133,29.72,3952.76
PO010556,SUP261,WH08,2026-04-17,2026-06-12,2026-06-10,Received,495,495,3.1,1534.5
PO010557,SUP225,WH06,2025-09-14,2025-11-14,2025-11-14,Received,504,504,4.18,2106.72
PO010558,SUP233,WH10,2025-09-09,2025-10-03,2025-10-02,Received,674,674,3.08,2075.92
PO010559,SUP011,WH02,2025-02-12,2025-03-19,2025-03-18,Received,107,107,58.29,6237.03
PO010560,SUP159,WH11,2026-02-18,2026-03-05,2026-03-02,Received,418,418,6.48,2708.64
PO010561,SUP288,WH01,2025-10-13,2025-11-18,2025-11-24,Received,262,262,17.38,4553.56
PO010562,SUP052,WH04,2026-12-13,2027-02-11,,In Transit,281,0,67.53,18975.93
PO010563,SUP058,WH04,2025-01-17,2025-01-26,2025-01-26,Received,405,405,4.7,1903.5
PO010564,SUP104,WH03,2026-01-02,2026-01-23,2026-01-20,Received,64,64,55.58,3557.12
PO010565,SUP225,WH02,2025-10-16,2025-12-02,2025-12-01,Received,3774,3774,103.37,390118.38
PO010566,SUP225,WH09,2025-06-20,2025-08-06,2025-08-04,Received,1671,1671,108.92,182005.32
PO010567,SUP231,WH08,2026-06-14,2026-07-02,2026-06-29,Received,439,439,9.43,4139.77
PO010568,SUP149,WH01,2025-11-14,2026-01-19,2026-01-16,Received,345,345,13.85,4778.25
PO010569,SUP012,WH08,2026-03-03,2026-03-30,2026-03-30,Received,150,150,18.55,2782.5
PO010570,SUP064,WH02,2026-03-22,2026-03-31,2026-03-29,Received,537,537,5.63,3023.31
PO010571,SUP035,WH08,2026-06-24,2026-07-24,2026-07-26,Received,451,451,6.34,2859.34
PO010572,SUP008,WH09,2025-11-05,2025-11-26,2025-11-24,Received,341,341,9.83,3352.03
PO010573,SUP194,WH09,2026-09-17,2026-09-20,2026-09-17,Received,446,446,2.97,1324.62
PO010574,SUP055,WH03,2025-11-18,2025-12-03,2025-12-05,Received,267,267,6.43,1716.81
PO010575,SUP134,WH06,2025-03-11,2025-04-05,2025-04-03,Received,669,669,3.76,2515.44
PO010576,SUP084,WH08,2026-09-28,2026-11-08,2026-11-08,Received,512,512,3.08,1576.96
PO010577,SUP164,WH08,2025-11-04,2025-11-30,2025-11-28,Received,639,639,1.97,1258.83
PO010578,SUP201,WH07,2025-02-06,2025-02-21,2025-02-23,Received,209,209,14.62,3055.58
PO010579,SUP037,WH09,2026-07-10,2026-08-12,2026-08-09,Received,121,121,50.64,6127.44
PO010580,SUP159,WH09,2025-04-13,2025-04-28,2025-04-26,Received,146,146,28.38,4143.48
PO010581,SUP061,WH03,2026-03-26,2026-04-11,2026-04-08,Received,15695,15695,9.7,152241.5
PO010582,SUP008,WH01,2025-04-22,2025-05-14,2025-05-12,Received,121,121,49.78,6023.38
PO010583,SUP115,WH03,2026-06-25,2026-08-08,2026-08-07,Received,122,122,43.96,5363.12
PO010584,SUP270,WH03,2025-08-09,2025-08-31,2025-08-29,Received,215,215,15.81,3399.15
PO010585,SUP012,WH08,2026-03-10,2026-04-06,2026-04-05,Partially Received,150,101,18.15,2722.5
PO010586,SUP055,WH10,2025-12-21,2026-01-02,2026-01-02,Received,230,230,13.6,3128.0
PO010587,SUP258,WH04,2025-02-11,2025-04-03,2025-03-31,Received,419,419,7.8,3268.2
PO010588,SUP211,WH09,2026-03-25,2026-04-22,2026-04-22,Received,326,326,5.39,1757.14
PO010589,SUP211,WH06,2026-12-12,2027-01-02,,In Transit,532,0,4.27,2271.64
PO010590,SUP043,WH07,2026-04-05,2026-04-23,2026-04-23,Partially Received,204,163,29.95,6109.8
PO010591,SUP258,WH06,2026-08-18,2026-09-26,2026-09-23,Received,67,67,79.29,5312.43
PO010592,SUP201,WH11,2026-05-02,2026-05-17,2026-05-16,Received,732,732,2.32,1698.24
PO010593,SUP022,WH08,2025-02-28,2025-05-05,,Cancelled,147,0,20.69,3041.43
PO010594,SUP171,WH04,2025-04-11,2025-05-31,2025-05-28,Received,505,505,6.63,3348.15
PO010595,SUP022,WH01,2025-10-13,2025-12-02,2025-12-01,Received,365,365,8.8,3212.0
PO010596,SUP191,WH09,2026-05-14,2026-06-23,2026-06-24,Received,207,207,5.32,1101.24
PO010597,SUP231,WH08,2025-03-19,2025-04-06,2025-04-06,Partially Received,311,212,9.31,2895.41
PO010598,SUP061,WH04,2025-06-23,2025-07-09,2025-07-09,Received,14361,14361,9.28,133270.08
PO010599,SUP270,WH01,2025-09-26,2025-10-15,2025-10-13,Received,338,338,7.87,2660.06
PO010600,SUP177,WH07,2026-12-16,2027-01-07,,In Transit,422,0,6.99,2949.78
PO010601,SUP031,WH12,2026-09-02,2026-09-25,2026-10-02,Received,476,476,4.99,2375.24
PO010602,SUP061,WH11,2026-11-13,2026-11-29,2026-11-29,Received,6576,6576,9.42,61945.92
PO010603,SUP158,WH09,2025-02-19,2025-03-15,2025-03-13,Partially Received,386,341,6.16,2377.76
PO010604,SUP026,WH02,2025-05-19,2025-06-16,2025-06-15,Received,361,361,9.84,3552.24
PO010605,SUP058,WH06,2025-03-07,2025-03-15,2025-03-13,Received,408,408,11.76,4798.08
PO010606,SUP018,WH06,2026-02-12,2026-03-25,2026-03-25,Received,367,367,9.77,3585.59
PO010607,SUP174,WH08,2025-09-06,2025-10-05,2025-10-15,Received,33,33,160.2,5286.6
PO010608,SUP274,WH09,2025-04-16,2025-05-08,2025-05-08,Received,527,527,5.94,3130.38
PO010609,SUP174,WH06,2026-10-17,2026-11-15,2026-11-15,Received,33,33,158.45,5228.85
PO010610,SUP022,WH05,2025-03-24,2025-05-28,2025-05-25,Received,273,273,13.77,3759.21
PO010611,SUP097,WH08,2026-11-25,2027-01-11,,In Transit,146,0,28.83,4209.18
PO010612,SUP053,WH04,2025-06-08,2025-06-19,2025-06-16,Received,156,156,26.0,4056.0
PO010613,SUP018,WH01,2026-07-16,2026-09-09,2026-09-29,Received,565,565,3.25,1836.25
PO010614,SUP211,WH08,2026-01-27,2026-02-19,2026-02-16,Received,679,679,2.57,1745.03
PO010615,SUP061,WH01,2026-03-23,2026-04-08,2026-04-05,Received,6261,6261,9.36,58602.96
PO010616,SUP294,WH12,2026-01-31,2026-03-12,2026-03-12,Received,498,498,4.52,2250.96
PO010617,SUP061,WH08,2026-08-21,2026-09-06,2026-09-03,Received,4080,4080,9.56,39004.8
PO010618,SUP044,WH04,2026-05-27,2026-07-02,2026-06-29,Received,180,180,29.49,5308.2
PO010619,SUP088,WH07,2026-10-12,2026-11-23,2026-12-12,Received,315,315,6.35,2000.25
PO010620,SUP225,WH10,2025-11-26,2026-01-12,2026-01-12,Received,1594,1594,109.2,174064.8
PO010621,SUP134,WH11,2025-10-30,2025-11-29,2025-11-29,Received,324,324,11.74,3803.76
PO010622,SUP068,WH11,2025-01-22,2025-02-16,2025-02-13,Received,311,311,4.05,1259.55
PO010623,SUP073,WH02,2026-09-19,2026-10-11,2026-10-09,Received,141,141,25.43,3585.63
PO010624,SUP061,WH08,2025-09-08,2025-09-24,2025-09-21,Received,8034,8034,9.32,74876.88
PO010625,SUP061,WH08,2026-01-02,2026-01-18,2026-01-16,Received,10727,10727,9.35,100297.45
PO010626,SUP225,WH11,2025-03-30,2025-05-31,2025-05-31,Received,366,366,4.8,1756.8
PO010627,SUP061,WH04,2026-10-18,2026-11-03,2026-11-03,Received,15231,15231,9.7,147740.7
PO010628,SUP011,WH08,2026-09-14,2026-10-11,2026-10-10,Received,377,377,9.01,3396.77
PO010629,SUP075,WH01,2025-04-29,2025-05-27,2025-05-27,Received,494,494,7.89,3897.66
PO010630,SUP128,WH06,2025-05-11,2025-05-30,2025-05-30,Received,530,530,1.5,795.0
PO010631,SUP061,WH07,2025-05-23,2025-06-08,2025-06-07,Received,9063,9063,9.52,86279.76
PO010632,SUP068,WH02,2026-02-12,2026-03-09,2026-03-09,Received,373,373,3.88,1447.24
PO010633,SUP179,WH02,2025-11-16,2025-12-09,2025-12-06,Received,515,515,1.78,916.7
PO010634,SUP159,WH03,2025-10-08,2025-10-21,2025-10-20,Received,127,127,17.46,2217.42
PO010635,SUP274,WH08,2026-04-04,2026-04-22,2026-04-22,Received,364,364,9.07,3301.48
PO010636,SUP134,WH11,2025-09-06,2025-09-30,2025-09-29,Received,523,523,23.38,12227.74
PO010637,SUP121,WH07,2026-09-28,2026-10-12,2026-10-12,Received,477,477,3.18,1516.86
PO010638,SUP026,WH07,2025-06-30,2025-08-02,2025-08-12,Received,128,128,41.08,5258.24
PO010639,SUP284,WH07,2025-04-30,2025-06-01,2025-06-01,Received,352,352,16.93,5959.36
PO010640,SUP192,WH09,2025-07-24,2025-09-18,,Cancelled,330,0,19.35,6385.5
PO010641,SUP218,WH08,2025-04-08,2025-06-08,2025-06-07,Received,750,750,23.43,17572.5
PO010642,SUP104,WH11,2025-01-19,2025-02-11,2025-02-09,Received,145,145,37.07,5375.15
PO010643,SUP028,WH07,2026-03-05,2026-05-03,2026-05-02,Received,389,389,5.22,2030.58
PO010644,SUP159,WH03,2026-04-23,2026-05-07,2026-05-06,Partially Received,202,92,28.36,5728.72
PO010645,SUP258,WH11,2026-01-17,2026-03-03,2026-03-01,Received,568,568,3.71,2107.28
PO010646,SUP159,WH08,2026-08-02,2026-08-15,2026-08-13,Received,230,230,19.58,4503.4
PO010647,SUP115,WH07,2025-04-21,2025-05-30,2025-05-29,Received,264,264,5.45,1438.8
PO010648,SUP274,WH08,2026-01-14,2026-02-02,2026-01-30,Received,120,120,96.35,11562.0
PO010649,SUP261,WH07,2026-07-02,2026-09-01,2026-09-01,Received,573,573,4.0,2292.0
PO010650,SUP030,WH06,2026-09-05,2026-09-15,2026-09-13,Received,133,133,12.97,1725.01
PO010651,SUP036,WH07,2026-02-28,2026-03-21,2026-03-18,Received,274,274,6.94,1901.56
PO010652,SUP061,WH08,2026-09-24,2026-10-10,2026-10-07,Received,12651,12651,9.33,118033.83
PO010653,SUP079,WH04,2025-11-11,2025-11-29,2025-11-29,Received,212,212,17.81,3775.72
PO010654,SUP231,WH08,2026-01-12,2026-01-31,2026-01-29,Received,583,583,2.41,1405.03
PO010655,SUP055,WH08,2025-05-09,2025-05-21,2025-05-19,Received,226,226,13.79,3116.54
PO010656,SUP211,WH11,2025-11-10,2025-12-05,2025-12-02,Received,296,296,10.56,3125.76
PO010657,SUP130,WH02,2026-09-28,2026-10-10,2026-10-09,Received,455,455,5.15,2343.25
PO010658,SUP068,WH11,2026-10-23,2026-11-17,2026-11-14,Received,311,311,3.98,1237.78
PO010659,SUP194,WH07,2026-06-01,2026-06-04,2026-06-01,Received,261,261,63.6,16599.6
PO010660,SUP215,WH06,2025-10-11,2025-10-21,2025-10-19,Received,510,510,4.17,2126.7
PO010661,SUP102,WH07,2025-07-13,2025-07-28,2025-07-25,Received,146,146,10.32,1506.72
PO010662,SUP225,WH09,2026-01-12,2026-02-28,2026-02-26,Received,1647,1647,105.87,174367.89
PO010663,SUP154,WH12,2025-02-17,2025-02-28,2025-02-26,Received,718,718,2.14,1536.52
PO010664,SUP077,WH07,2026-10-18,2026-11-11,2026-11-09,Received,153,153,23.74,3632.22
PO010665,SUP144,WH10,2026-06-03,2026-06-27,2026-06-27,Received,425,425,5.66,2405.5
PO010666,SUP159,WH04,2025-10-16,2025-10-28,2025-10-25,Received,292,292,4.84,1413.28
PO010667,SUP078,WH01,2026-01-14,2026-02-04,2026-02-04,Received,553,553,4.94,2731.82
PO010668,SUP179,WH06,2026-03-11,2026-03-30,2026-03-30,Received,408,408,6.42,2619.36
PO010669,SUP225,WH09,2025-11-04,2025-12-21,2025-12-21,Received,1910,1910,103.83,198315.3
PO010670,SUP247,WH08,2025-08-01,2025-08-07,2025-08-07,Received,178,178,11.18,1990.04
PO010671,SUP159,WH12,2025-12-13,2025-12-27,2025-12-27,Received,279,279,14.96,4173.84
PO010672,SUP211,WH09,2026-10-01,2026-10-27,2026-11-02,Received,378,378,4.28,1617.84
PO010673,SUP159,WH02,2025-06-20,2025-07-04,2025-07-08,Received,318,318,15.43,4906.74
PO010674,SUP061,WH04,2025-12-17,2026-01-02,,Cancelled,12813,0,9.37,120057.81
PO010675,SUP215,WH10,2025-01-01,2025-01-11,2025-01-10,Received,558,558,4.1,2287.8
PO010676,SUP052,WH08,2026-06-27,2026-08-26,2026-08-24,Partially Received,874,793,1.83,1599.42
PO010677,SUP159,WH11,2025-03-08,2025-03-22,2025-03-20,Received,290,290,15.68,4547.2
PO010678,SUP247,WH03,2025-12-28,2026-01-02,2025-12-31,Received,387,387,8.5,3289.5
PO010679,SUP174,WH03,2026-10-18,2026-11-13,2026-11-10,Partially Received,220,106,20.39,4485.8
PO010680,SUP159,WH06,2026-04-20,2026-05-05,2026-05-02,Received,204,204,8.36,1705.44
PO010681,SUP245,WH11,2025-05-18,2025-06-02,2025-05-31,Received,331,331,9.65,3194.15
PO010682,SUP145,WH09,2025-04-21,2025-05-28,2025-05-25,Received,207,207,10.35,2142.45
PO010683,SUP149,WH08,2025-02-01,2025-04-08,2025-04-06,Received,611,611,14.63,8938.93
PO010684,SUP148,WH04,2026-03-27,2026-04-27,2026-04-25,Received,281,281,14.65,4116.65
PO010685,SUP211,WH01,2026-09-26,2026-10-24,2026-10-24,Received,318,318,5.42,1723.56
PO010686,SUP235,WH10,2026-04-11,2026-05-27,2026-05-26,Received,257,257,12.66,3253.62
PO010687,SUP149,WH07,2025-05-17,2025-07-22,2025-07-29,Received,601,601,14.55,8744.55
PO010688,SUP012,WH06,2026-07-19,2026-08-20,2026-08-19,Received,295,295,12.1,3569.5
PO010689,SUP218,WH02,2025-04-04,2025-05-20,2025-05-19,Received,203,203,27.49,5580.47
PO010690,SUP225,WH02,2025-02-14,2025-04-02,2025-04-02,Received,3627,3627,104.25,378114.75
PO010691,SUP061,WH10,2026-11-15,2026-12-01,2026-12-01,Received,6901,6901,9.32,64317.32
PO010692,SUP135,WH02,2025-03-14,2025-03-25,2025-03-22,Received,267,267,10.31,2752.77
PO010693,SUP149,WH08,2025-07-15,2025-09-12,2025-09-10,Received,208,208,12.43,2585.44
PO010694,SUP159,WH11,2025-04-26,2025-05-09,2025-05-06,Received,270,270,6.14,1657.8
PO010695,SUP215,WH05,2026-08-30,2026-09-13,2026-09-10,Received,592,592,1.92,1136.64
PO010696,SUP215,WH07,2025-08-28,2025-09-07,2025-09-06,Received,486,486,4.13,2007.18
PO010697,SUP102,WH02,2025-07-23,2025-08-06,2025-08-04,Received,889,889,11.47,10196.83
PO010698,SUP251,WH08,2026-12-17,2026-12-27,,In Transit,211,0,7.68,1620.48
PO010699,SUP117,WH01,2026-06-21,2026-07-03,2026-07-01,Received,254,254,5.93,1506.22
PO010700,SUP008,WH11,2026-03-22,2026-04-13,2026-04-11,Received,505,505,2.73,1378.65
PO010701,SUP274,WH02,2026-08-04,2026-08-23,2026-08-31,Received,416,416,6.47,2691.52
PO010702,SUP084,WH06,2026-03-08,2026-04-25,2026-04-25,Received,487,487,2.55,1241.85
PO010703,SUP225,WH11,2025-06-14,2025-08-14,2025-08-12,Received,613,613,4.24,2599.12
PO010704,SUP299,WH02,2025-08-28,2025-09-06,2025-09-03,Received,533,533,3.73,1988.09
PO010705,SUP247,WH04,2026-03-22,2026-03-27,2026-03-25,Received,473,473,8.81,4167.13
PO010706,SUP027,WH01,2026-07-05,2026-08-17,2026-08-16,Received,143,143,52.18,7461.74
PO010707,SUP042,WH01,2025-07-29,2025-08-14,2025-08-13,Received,524,524,52.02,27258.48
PO010708,SUP061,WH08,2025-10-14,2025-10-30,2025-10-30,Received,6748,6748,9.54,64375.92
PO010709,SUP032,WH04,2025-11-07,2025-12-31,2025-12-31,Received,799,799,1.88,1502.12
PO010710,SUP285,WH12,2025-10-09,2025-11-01,2025-10-30,Received,139,139,19.75,2745.25
PO010711,SUP207,WH09,2026-08-28,2026-09-30,2026-09-29,Received,338,338,10.49,3545.62
PO010712,SUP089,WH03,2025-07-16,2025-08-17,2025-08-17,Received,299,299,9.2,2750.8
PO010713,SUP241,WH02,2025-06-27,2025-07-18,2025-07-23,Received,325,325,7.51,2440.75
PO010714,SUP192,WH05,2026-03-18,2026-05-13,2026-05-13,Received,243,243,10.5,2551.5
PO010715,SUP158,WH11,2026-04-26,2026-05-16,2026-05-13,Received,941,941,1.52,1430.32
PO010716,SUP164,WH02,2026-07-16,2026-08-11,2026-08-09,Received,185,185,28.15,5207.75
PO010717,SUP075,WH06,2026-05-19,2026-06-09,2026-06-09,Received,477,477,26.93,12845.61
PO010718,SUP005,WH10,2025-10-10,2025-11-19,2025-11-17,Received,122,122,38.99,4756.78
PO010719,SUP061,WH08,2025-12-07,2025-12-23,2025-12-21,Received,8114,8114,9.71,78786.94
PO010720,SUP075,WH06,2025-07-17,2025-08-13,2025-08-10,Partially Received,421,198,41.52,17479.92
PO010721,SUP159,WH07,2025-11-04,2025-11-19,2025-11-16,Received,352,352,3.53,1242.56
PO010722,SUP171,WH04,2026-06-07,2026-08-05,2026-08-02,Received,652,652,2.74,1786.48
PO010723,SUP034,WH10,2026-12-03,2027-01-30,,In Transit,534,0,5.69,3038.46
PO010724,SUP164,WH11,2025-10-21,2025-11-15,2025-11-13,Received,316,316,16.41,5185.56
PO010725,SUP055,WH10,2026-09-11,2026-09-23,2026-09-23,Received,363,363,11.11,4032.93
PO010726,SUP010,WH09,2026-10-30,2026-12-11,2026-12-11,Received,285,285,3.83,1091.55
PO010727,SUP052,WH11,2025-07-17,2025-09-21,2025-09-20,Received,369,369,7.63,2815.47
PO010728,SUP185,WH01,2025-07-21,2025-08-04,2025-08-02,Received,276,276,7.99,2205.24
PO010729,SUP199,WH02,2026-07-06,2026-08-09,2026-08-06,Received,171,171,31.44,5376.24
PO010730,SUP022,WH02,2026-10-06,2026-11-25,2026-11-25,Received,365,365,8.43,3076.95
PO010731,SUP096,WH01,2026-01-02,2026-01-09,2026-01-07,Received,139,139,25.82,3588.98
PO010732,SUP098,WH06,2025-02-21,2025-04-09,2025-04-07,Received,67,67,42.6,2854.2
PO010733,SUP261,WH08,2025-05-18,2025-07-13,2025-07-13,Received,460,460,2.94,1352.4
PO010734,SUP194,WH02,2025-12-12,2025-12-15,2025-12-13,Received,478,478,66.38,31729.64
PO010735,SUP136,WH12,2025-05-05,2025-06-26,2025-06-23,Received,218,218,13.53,2949.54
PO010736,SUP058,WH08,2025-04-16,2025-04-26,2025-04-25,Received,275,275,17.88,4917.0
PO010737,SUP096,WH04,2025-11-16,2025-11-23,2025-11-23,Received,156,156,25.07,3910.92
PO010738,SUP185,WH02,2026-11-26,2026-12-13,,In Transit,193,0,11.26,2173.18
PO010739,SUP052,WH05,2025-08-10,2025-10-16,2025-10-14,Received,207,207,24.14,4996.98
PO010740,SUP194,WH02,2025-01-27,2025-01-30,2025-01-28,Received,744,744,65.6,48806.4
PO010741,SUP218,WH01,2025-12-05,2026-01-30,2026-01-29,Received,278,278,23.87,6635.86
PO010742,SUP274,WH09,2026-07-12,2026-08-02,2026-07-31,Received,593,593,5.16,3059.88
PO010743,SUP064,WH09,2025-10-16,2025-10-27,2025-10-26,Received,395,395,7.86,3104.7
PO010744,SUP078,WH08,2026-03-31,2026-04-18,2026-04-17,Received,103,103,53.76,5537.28
PO010745,SUP140,WH11,2026-10-23,2026-11-13,2026-11-12,Received,624,624,5.45,3400.8
PO010746,SUP215,WH10,2025-12-02,2025-12-12,2025-12-12,Received,587,587,4.2,2465.4
PO010747,SUP017,WH11,2025-04-03,2025-04-19,2025-04-19,Received,309,309,15.47,4780.23
PO010748,SUP259,WH11,2025-04-30,2025-05-22,2025-05-21,Received,239,239,11.47,2741.33
PO010749,SUP073,WH04,2026-06-07,2026-06-27,2026-06-25,Received,187,187,12.97,2425.39
PO010750,SUP102,WH10,2025-04-01,2025-04-16,2025-04-23,Received,553,553,3.62,2001.86
PO010751,SUP143,WH10,2026-02-25,2026-04-19,2026-04-18,Received,166,166,20.1,3336.6
